timestamp,0
2023-08-12,-249.37655860348605
2023-08-14,-145.50919719832018
2023-08-16,-21970.054246636413
2023-08-18,-436.055419108161
2023-08-20,0.0
2023-08-22,0.0
2023-08-24,0.0
2023-08-26,0.0
2023-08-28,7493.0070695464965
2023-08-30,0.0
2023-09-01,-249.37655860348605
2023-09-03,-249.37655860348605
2023-09-05,0.0
2023-09-07,-249.37655860348605
2023-09-09,0.0
2023-09-11,-245.3543560453545
2023-09-13,-249.37655860348605
2023-09-15,1933.2161883920635
2023-09-17,0.0
2023-09-19,0.0
2023-09-21,-249.37655860348605
2023-09-23,0.0
2023-09-25,0.0
2023-09-27,0.0
2023-09-29,0.0
2023-10-01,-249.3765586034715
2023-10-03,0.0
2023-10-05,-1447.0479903516098
2023-10-07,-249.37655860348605
2023-10-09,-249.37655860348605
2023-10-11,0.0
2023-10-13,0.0
2023-10-15,-249.37655860348605
2023-10-17,0.0
2023-10-19,0.0
2023-10-21,0.0
2023-10-23,0.0
2023-10-25,-249.37655860348605
2023-10-27,-249.37655860348605
2023-10-29,0.0
2023-10-31,-249.37655860348605
2023-11-02,3122.051078862918
2023-11-04,0.0
2023-11-06,-1483.4048898372566
2023-11-08,0.0
2023-11-10,0.0
2023-11-12,-249.3765586034715
2023-11-14,328826.7826992595
2023-11-16,0.0
2023-11-18,49982.93130283343
2023-11-20,-249.3765586035006
2023-11-22,0.0
2023-11-24,-249.37655860348605
2023-11-26,0.0
2023-11-28,-1447.3928957631288
2023-11-30,0.0
2023-12-02,0.0
2023-12-04,0.0
2023-12-06,0.0
2023-12-08,0.0
2023-12-10,0.0
