timestamp,0
2023-08-12,-21363.532857239523
2023-08-14,-36727.03735064158
2023-08-16,-38809.17002721426
2023-08-18,-43959.03996024407
2023-08-20,-39375.73405485195
2023-08-22,-41722.31180361688
2023-08-24,-41729.85357112311
2023-08-26,-32168.957815510716
2023-08-28,-35466.229978835014
2023-08-30,-40751.334064286064
2023-09-01,-41320.85209773449
2023-09-03,-27246.10084837339
2023-09-05,-29068.621002612228
2023-09-07,-20720.84548880013
2023-09-09,-22464.743313812578
2023-09-11,-36630.473433952146
2023-09-13,-39790.742222404944
2023-09-15,-36172.94949476082
2023-09-17,-33717.733808409874
2023-09-19,-43737.87307463025
2023-09-21,-39899.32303143781
2023-09-23,-36020.107636232926
2023-09-25,-40536.305252204285
2023-09-27,-35933.95838097088
2023-09-29,-35650.40471116909
2023-10-01,-38330.25974755219
2023-10-03,-35445.7162795379
2023-10-05,-35261.18614393926
2023-10-07,-30921.453070694042
2023-10-09,-41487.63971721497
2023-10-11,-45478.2087934828
2023-10-13,-26833.526487363095
2023-10-15,-26969.016516470263
2023-10-17,-44131.924641589656
2023-10-19,-39507.23304353126
2023-10-21,-35354.986073069354
2023-10-23,-40310.752806456214
2023-10-25,-43394.536624894274
2023-10-27,-40241.94227496319
2023-10-29,-37778.981277401086
2023-10-31,-38945.87516976475
2023-11-02,-44154.59708147597
2023-11-04,-37156.69128124599
2023-11-06,-40154.21455222164
2023-11-08,-39641.767548798445
2023-11-10,-45162.81040944664
2023-11-12,-41135.16274002541
2023-11-14,-45317.125197802656
2023-11-16,-44573.35490767202
2023-11-18,-31262.289132812526
2023-11-20,-30902.65377420663
2023-11-22,-26040.606858972664
2023-11-24,-23279.62728335448
2023-11-26,-30757.368904268762
2023-11-28,-33846.57825214445
2023-11-30,-28063.60102227064
2023-12-02,-21306.548574111002
2023-12-04,-37532.21053109967
2023-12-06,-38331.70243436561
2023-12-08,-28688.58362914789
2023-12-10,-12161.699287725016
