timestamp,0
2023-08-12,0.0
2023-08-14,-249.37655860348605
2023-08-16,0.0
2023-08-18,0.0
2023-08-20,0.0
2023-08-22,0.0
2023-08-24,0.0
2023-08-26,0.0
2023-08-28,3234.1526520051993
2023-08-30,0.0
2023-09-01,0.0
2023-09-03,0.0
2023-09-05,-1149.5354525423318
2023-09-07,0.0
2023-09-09,0.0
2023-09-11,0.0
2023-09-13,-1539.0774921432312
2023-09-15,-521.8392533746664
2023-09-17,0.0
2023-09-19,-249.3765586034715
2023-09-21,0.0
2023-09-23,0.0
2023-09-25,0.0
2023-09-27,-11652.673724914843
2023-09-29,2341.250986530489
2023-10-01,374.0648379052436
2023-10-03,0.0
2023-10-05,0.0
2023-10-07,0.0
2023-10-09,0.0
2023-10-11,0.0
2023-10-13,-969.852965393613
2023-10-15,869.8116251505417
2023-10-17,0.0
2023-10-19,-249.37655860348605
2023-10-21,-893.0420812256925
2023-10-23,-701.2417938752624
2023-10-25,-2317.509377987313
2023-10-27,0.0
2023-10-29,0.0
2023-10-31,2030.017448218423
2023-11-02,-8229.476654169892
2023-11-04,0.0
2023-11-06,1492.5552437653387
2023-11-08,-498.7531172069721
2023-11-10,-249.37655860348605
2023-11-12,-74.40616140754719
2023-11-14,0.0
2023-11-16,0.0
2023-11-18,0.0
2023-11-20,0.0
2023-11-22,6510.753638407856
2023-11-24,0.0
2023-11-26,-14024.226388228912
2023-11-28,-498.75311720698664
2023-11-30,0.0
2023-12-02,0.0
2023-12-04,-249.3765586035006
2023-12-06,0.0
2023-12-08,7257.888727219513
2023-12-10,0.0
